Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,LoanDate
46,68366.0,9726.0,775,32,Female,PhD,Chicago,Salaried,1,2023-12-26
50,66813.0,11993.0,408,24,Male,High School,Chicago,Salaried,0,2020-11-28
27,42136.0,25924.0,513,32,Male,PhD,Houston,Self-Employed,0,2025-11-14
67,58975.0,9925.0,708,8,Female,PhD,Houston,Salaried,1,2020-11-26
57,24126.0,16766.0,376,26,Female,PhD,Chicago,Self-Employed,0,2020-09-07
38,39696.0,11599.0,394,24,Female,High School,New York,Self-Employed,0,2021-09-24
45,70890.0,16338.0,568,3,Female,PhD,Chicago,Self-Employed,0,2019-02-18
28,44224.0,18758.0,660,8,Male,Bachelors,New York,Salaried,0,2021-04-28
51,21980.0,16750.0,829,14,Male,PhD,San Francisco,Unemployed,0,2020-11-29
25,80205.0,8573.0,461,15,Female,Bachelors,Houston,Self-Employed,1,2023-12-05
39,58434.0,18516.0,764,15,Male,PhD,New York,Unemployed,0,2020-08-16
25,61467.0,12329.0,847,12,Female,High School,San Francisco,Salaried,1,2021-05-16
66,35293.0,14908.0,486,13,Male,Bachelors,Chicago,Salaried,0,2025-11-06
32,54261.0,25924.0,351,21,Female,PhD,Houston,Salaried,0,2021-12-04
34,53864.0,27643.0,787,20,Male,PhD,Chicago,Salaried,1,2020-07-03
40,37678.0,9512.0,830,8,Female,PhD,San Francisco,Salaried,0,2021-10-27
41,47453.0,32549.0,695,3,Male,PhD,San Francisco,Unemployed,0,2024-04-01
62,27493.0,15919.0,391,9,Female,High School,Chicago,Salaried,0,2022-09-15
36,44799.0,15192.0,656,34,Male,Masters,San Francisco,Salaried,1,2019-05-24
22,64608.0,12867.0,443,8,Female,Bachelors,San Francisco,Salaried,0,2019-02-24
49,38797.0,20447.0,498,15,Female,PhD,New York,Salaried,0,2019-06-06
61,78609.0,35852.0,622,17,Male,High School,Chicago,Salaried,1,2023-12-29
18,28459.0,7683.0,631,9,Male,Masters,Chicago,Self-Employed,0,2018-05-02
40,46097.0,3545.0,563,20,Male,High School,Houston,Self-Employed,0,2024-05-18
54,40154.0,22148.0,516,14,Female,PhD,New York,Unemployed,0,2023-10-13
25,47297.0,24555.0,733,14,Female,Masters,New York,Salaried,1,2025-11-26
30,70572.0,20421.0,759,10,Female,Bachelors,San Francisco,Unemployed,0,2019-10-07
25,35233.0,24766.0,802,39,Male,Bachelors,Houston,Unemployed,0,2018-10-14
40,43231.0,10950.0,768,36,Female,High School,Houston,Salaried,1,2023-02-26
60,59818.0,12441.0,665,19,Male,Bachelors,New York,Salaried,1,2024-05-26
18,51397.0,20992.0,538,33,Female,Bachelors,Houston,Self-Employed,0,2022-05-15
62,52628.0,34065.0,579,21,Female,Masters,New York,Salaried,0,2022-01-22
68,35521.0,24485.0,694,17,Female,Bachelors,Houston,Self-Employed,0,2018-04-22
41,48926.0,24858.0,374,15,Male,Masters,New York,Unemployed,0,2018-12-19
52,66974.0,11411.0,397,4,Female,Masters,New York,Unemployed,0,2021-02-06
41,25857.0,23379.0,682,0,Female,Masters,San Francisco,Self-Employed,1,2018-02-08
34,39540.0,10543.0,669,18,Male,Bachelors,San Francisco,Self-Employed,0,2025-10-18
22,22767.0,34142.0,579,9,Female,High School,Houston,Salaried,0,2022-12-02
37,58055.0,11905.0,555,20,Male,High School,San Francisco,Self-Employed,0,2019-11-05
38,68382.0,13628.0,608,12,Female,Bachelors,Chicago,Self-Employed,1,2018-09-13
57,47249.0,8215.0,475,23,Female,Masters,Chicago,Salaried,0,2022-09-19
48,34917.0,20687.0,527,22,Male,Bachelors,Houston,Unemployed,0,2021-10-05
63,35356.0,20350.0,646,22,Female,PhD,New York,Self-Employed,1,2025-08-18
53,45544.0,32106.0,641,10,Male,High School,San Francisco,Salaried,1,2019-03-30
28,45487.0,26211.0,538,1,Male,Unknown,Houston,Salaried,0,2024-09-12
69,63677.0,13674.0,649,5,Female,Bachelors,Chicago,Self-Employed,1,2023-11-29
32,39967.0,26987.0,754,10,Female,Masters,New York,Unemployed,0,2022-06-13
36,56526.0,10052.0,740,14,Female,PhD,San Francisco,Salaried,0,2019-02-10
24,45418.0,14253.0,814,8,Female,Masters,New York,Self-Employed,1,2022-09-17
68,38829.0,20948.0,380,11,Female,PhD,New York,Unemployed,0,2021-01-25
45,45044.0,10945.0,660,35,Male,High School,San Francisco,Self-Employed,1,2025-09-29
68,55048.0,28517.0,587,27,Male,Masters,San Francisco,Salaried,0,2018-02-26
60,63724.0,38235.0,307,22,Male,Bachelors,Chicago,Salaried,0,2023-05-12
22,46220.0,17644.0,386,26,Male,Masters,Chicago,Salaried,0,2023-07-30
22,31941.0,14787.0,585,23,Male,Masters,New York,Self-Employed,0,2026-02-17
47,64996.0,18963.0,698,13,Female,PhD,New York,Salaried,1,2022-08-21
49,36527.0,15541.0,373,34,Male,PhD,Chicago,Self-Employed,0,2020-06-19
25,53912.0,22094.0,738,26,Male,Bachelors,Chicago,Unemployed,0,2020-04-17
27,49628.0,9421.0,422,20,Female,High School,New York,Unemployed,0,2019-07-07
55,47621.0,22548.0,676,12,Female,High School,Houston,Unemployed,0,2023-06-20
64,42695.0,35295.0,442,7,Female,PhD,Houston,Unemployed,0,2018-06-18
49,59302.0,3983.0,457,33,Female,Bachelors,Houston,Salaried,0,2020-09-19
45,67047.0,16440.0,579,8,Female,Bachelors,Chicago,Self-Employed,0,2018-11-06
34,36312.0,24335.0,709,0,Male,Bachelors,Houston,Unemployed,0,2020-02-02
48,56119.0,27123.0,670,35,Female,Bachelors,Houston,Unemployed,0,2024-10-03
25,55325.0,26479.0,408,15,Female,High School,Chicago,Self-Employed,0,2024-01-22
57,69125.0,6466.0,335,24,Male,Masters,San Francisco,Self-Employed,0,2025-06-25
42,52966.0,14605.0,389,17,Male,Bachelors,Houston,Self-Employed,0,2024-01-01
26,37563.0,12797.0,714,33,Female,High School,San Francisco,Self-Employed,0,2020-09-22
19,25929.0,19478.0,595,37,Male,High School,San Francisco,Unemployed,0,2021-10-17
32,44768.0,20146.0,345,2,Female,PhD,New York,Salaried,0,2025-03-05
67,20627.0,9046.0,787,19,Female,Masters,Chicago,Unemployed,0,2018-11-16
20,40573.0,16484.0,469,18,Male,Unknown,New York,Self-Employed,0,2021-04-26
66,45611.0,24644.0,445,12,Male,Masters,Houston,Salaried,0,2022-11-30
53,39651.0,14973.0,719,16,Male,PhD,New York,Unemployed,0,2019-03-28
21,50627.0,18398.0,302,13,Female,PhD,Chicago,Self-Employed,0,2019-04-17
31,46458.0,33575.0,562,29,Male,Bachelors,San Francisco,Salaried,0,2024-04-15
58,45085.0,35920.0,620,21,Male,High School,San Francisco,Salaried,1,2019-08-19
58,49488.0,2709.0,545,28,Female,PhD,Houston,Self-Employed,0,2023-04-23
42,30579.0,20911.0,776,1,Male,High School,Chicago,Salaried,0,2022-12-30
67,59640.0,43336.0,558,7,Male,PhD,San Francisco,Unemployed,1,2025-05-03
27,62064.0,23831.0,392,13,Male,Unknown,Houston,Unemployed,0,2019-01-06
38,22418.0,20148.0,832,33,Male,Bachelors,Chicago,Unemployed,0,2018-10-20
53,37779.0,30502.0,638,12,Female,PhD,Chicago,Salaried,0,2022-02-21
29,66079.0,21745.0,559,9,Male,Masters,New York,Salaried,0,2025-01-15
44,39229.0,25673.0,536,7,Female,PhD,San Francisco,Self-Employed,0,2018-01-07
57,48328.0,18318.0,440,6,Female,Bachelors,Chicago,Self-Employed,0,2025-11-06
19,71627.0,21628.0,779,12,Male,Masters,San Francisco,Salaried,1,2024-06-24
30,44576.0,23413.0,649,25,Female,High School,San Francisco,Unemployed,0,2020-04-11
49,42429.0,26924.0,429,31,Male,PhD,Chicago,Salaried,0,2024-01-06
48,47644.0,16546.0,836,18,Female,PhD,San Francisco,Unemployed,0,2019-05-19
33,77801.0,16329.0,310,14,Male,Masters,New York,Self-Employed,0,2018-03-12
49,56693.0,4580.0,556,1,Female,Bachelors,Houston,Salaried,0,2018-11-20
49,50286.0,16903.0,668,36,Female,PhD,Houston,Salaried,1,2018-08-31
51,42135.0,27624.0,693,18,Female,Masters,Chicago,Salaried,1,2022-06-02
28,58082.0,23706.0,718,32,Female,Bachelors,New York,Unemployed,0,2018-02-27
27,59895.0,12026.0,318,38,Female,PhD,Houston,Self-Employed,0,2021-12-12
32,33902.0,4769.0,409,32,Female,Masters,New York,Unemployed,0,2025-04-08
34,60299.0,18861.0,736,0,Male,Bachelors,Chicago,Self-Employed,1,2018-06-25
57,47733.0,27390.0,804,38,Female,PhD,New York,Unemployed,0,2023-10-20
35,50372.0,16169.0,333,27,Male,PhD,Chicago,Self-Employed,0,2020-04-07
26,36736.0,8441.0,587,16,Female,Bachelors,Houston,Unemployed,0,2023-03-20
42,44000.0,15284.0,554,5,Male,Bachelors,Houston,Salaried,0,2019-11-29
57,34548.0,22609.0,433,19,Female,Masters,Houston,Unemployed,0,2018-11-04
31,33827.0,29939.0,798,12,Female,PhD,Houston,Salaried,0,2023-01-09
42,55656.0,17946.0,696,11,Female,PhD,San Francisco,Salaried,1,2020-07-31
67,44673.0,28439.0,786,29,Female,Masters,New York,Salaried,1,2023-09-09
39,30505.0,27552.0,512,20,Female,PhD,New York,Unemployed,0,2025-02-01
69,49488.0,10587.0,649,1,Female,PhD,New York,Salaried,1,2019-12-30
47,33130.0,30006.0,318,17,Female,PhD,Chicago,Unemployed,0,2022-06-26
37,49488.0,22361.0,418,27,Female,High School,Houston,Self-Employed,0,2024-11-18
38,27853.0,10347.0,601,3,Male,Bachelors,Houston,Unemployed,0,2020-06-20
61,56848.0,34087.0,584,5,Male,High School,San Francisco,Unemployed,0,2019-04-08
49,46242.0,18995.0,526,37,Female,High School,San Francisco,Unemployed,0,2018-07-03
68,40564.0,4452.0,806,8,Male,Bachelors,Houston,Self-Employed,1,2020-05-14
63,52951.0,14350.0,800,19,Female,High School,New York,Self-Employed,1,2025-02-13
66,50934.0,12380.0,511,29,Male,Masters,New York,Self-Employed,0,2019-05-25
38,37813.0,14546.0,579,36,Female,High School,Houston,Salaried,0,2022-05-29
52,37134.0,16439.0,786,37,Male,Masters,Chicago,Unemployed,0,2021-05-22
49,26391.0,17941.0,620,3,Male,Bachelors,New York,Unemployed,1,2023-03-10
47,54583.0,17640.0,522,37,Female,PhD,Houston,Salaried,0,2024-06-13
56,31193.0,19220.0,490,12,Male,Bachelors,Houston,Salaried,0,2024-01-26
66,50060.0,24699.0,799,34,Female,Bachelors,San Francisco,Unemployed,0,2023-05-12
29,58887.0,14029.0,794,29,Female,High School,San Francisco,Salaried,1,2022-10-28
58,53121.0,29448.0,536,3,Male,Unknown,Houston,Salaried,0,2024-08-06
64,39153.0,10199.0,321,24,Female,Bachelors,Chicago,Self-Employed,0,2021-11-29
35,63632.0,24921.0,626,30,Male,Masters,Houston,Salaried,1,2026-03-13
38,43880.0,33146.0,844,11,Male,PhD,New York,Salaried,1,2018-10-01
30,29988.0,18581.0,426,14,Male,High School,Chicago,Unemployed,0,2018-07-24
38,45744.0,21548.0,664,25,Male,PhD,Chicago,Salaried,1,2023-12-14
25,58802.0,12256.0,343,9,Male,PhD,San Francisco,Salaried,0,2018-03-21
63,39884.0,15906.0,818,11,Male,PhD,Houston,Salaried,0,2019-08-12
57,63173.0,32541.0,579,21,Female,High School,San Francisco,Self-Employed,0,2019-08-14
63,38445.0,25988.0,429,39,Male,Bachelors,New York,Unemployed,0,2018-11-20
24,40487.0,23348.0,828,20,Male,PhD,San Francisco,Self-Employed,1,2020-01-06
40,34309.0,4496.0,620,34,Male,High School,New York,Salaried,0,2025-06-11
61,60256.0,14268.0,485,6,Female,Unknown,Houston,Unemployed,0,2019-11-05
49,49201.0,33912.0,647,17,Female,PhD,Houston,Unemployed,0,2021-08-26
28,35304.0,23287.0,780,26,Female,Masters,San Francisco,Salaried,0,2018-03-13
39,44057.0,24285.0,660,34,Male,High School,San Francisco,Self-Employed,1,2020-03-19
39,3933.0,21364.0,586,1,Male,PhD,San Francisco,Salaried,0,2023-02-14
60,61670.0,15096.0,481,31,Male,High School,New York,Self-Employed,0,2024-04-28
42,47439.0,22660.0,750,14,Female,Masters,Chicago,Salaried,1,2025-12-20
39,13906.0,7758.0,396,23,Female,High School,Chicago,Unemployed,0,2021-10-21
45,28150.0,7156.0,613,19,Female,Bachelors,San Francisco,Unemployed,0,2019-06-30
46,43676.0,14118.0,845,9,Male,PhD,San Francisco,Self-Employed,1,2022-09-03
30,30287.0,21537.0,320,23,Male,High School,Houston,Salaried,0,2020-06-05
35,61900.0,7443.0,796,23,Female,High School,San Francisco,Self-Employed,1,2023-08-26
19,49488.0,21016.0,702,23,Male,PhD,Houston,Unemployed,0,2018-01-13
46,55393.0,12044.0,423,39,Female,Masters,New York,Unemployed,0,2020-05-08
38,10935.0,13121.0,418,33,Female,Masters,New York,Self-Employed,0,2022-09-12
32,42118.0,30397.0,776,39,Female,PhD,New York,Self-Employed,1,2019-10-12
69,39536.0,20298.0,402,10,Male,PhD,New York,Self-Employed,0,2026-03-30
44,35689.0,12770.0,632,25,Female,Bachelors,San Francisco,Self-Employed,0,2025-06-27
67,43772.0,21495.0,758,0,Female,High School,San Francisco,Self-Employed,1,2020-04-18
48,33106.0,8243.0,429,29,Male,High School,Houston,Salaried,0,2022-12-03
32,53228.0,23059.0,433,17,Male,Masters,San Francisco,Self-Employed,0,2018-06-01
68,61498.0,28859.0,456,25,Female,Bachelors,Houston,Self-Employed,0,2020-01-03
40,60206.0,25294.0,724,8,Male,High School,New York,Unemployed,0,2018-04-01
41,47931.0,37262.0,734,8,Male,Bachelors,Houston,Unemployed,0,2024-02-23
61,79989.0,4493.0,579,0,Male,PhD,Houston,Salaried,0,2022-04-12
30,67100.0,21016.0,617,6,Male,High School,San Francisco,Self-Employed,1,2020-06-25
39,48477.0,9252.0,804,15,Female,PhD,New York,Self-Employed,1,2023-02-24
60,42766.0,18614.0,489,37,Male,Masters,Chicago,Unemployed,0,2022-12-30
54,70070.0,20012.0,710,10,Female,Masters,San Francisco,Unemployed,0,2023-09-20
50,65114.0,38239.0,351,24,Male,PhD,San Francisco,Unemployed,0,2019-03-11
20,28844.0,19522.0,745,28,Male,Masters,Chicago,Self-Employed,0,2018-07-25
36,66287.0,19373.0,743,18,Female,PhD,New York,Self-Employed,1,2022-02-04
40,47684.0,28041.0,681,17,Male,PhD,Chicago,Salaried,1,2020-01-12
46,37086.0,19577.0,673,28,Male,PhD,Houston,Unemployed,0,2022-02-27
47,20312.0,34649.0,579,15,Female,Masters,Chicago,Unemployed,0,2018-09-01
56,45966.0,25357.0,688,39,Female,Masters,New York,Unemployed,1,2021-06-01
61,49817.0,26628.0,778,7,Female,Masters,New York,Unemployed,0,2018-02-25
64,73810.0,5059.0,703,33,Male,PhD,Chicago,Unemployed,0,2022-11-12
42,64359.0,35882.0,767,5,Male,Bachelors,San Francisco,Self-Employed,1,2018-01-24
54,41257.0,14748.0,804,29,Male,Masters,Chicago,Self-Employed,1,2024-03-11
64,55840.0,19922.0,382,33,Female,Bachelors,Houston,Unemployed,0,2018-09-02
25,62394.0,14778.0,618,20,Male,Masters,Chicago,Unemployed,0,2025-03-01
59,51289.0,11806.0,366,11,Female,High School,Chicago,Self-Employed,0,2022-06-26
33,41193.0,10383.0,713,5,Female,High School,Chicago,Self-Employed,1,2026-03-13
25,42017.0,20826.0,752,38,Female,High School,Houston,Salaried,1,2019-12-10
18,55782.0,4241.0,497,5,Female,Bachelors,Chicago,Self-Employed,0,2021-03-06
61,56195.0,18058.0,558,3,Female,Masters,San Francisco,Salaried,0,2022-10-15
22,45606.0,28462.0,597,8,Male,PhD,Houston,Unemployed,0,2022-02-05
20,10713.0,25056.0,579,4,Female,Bachelors,San Francisco,Unemployed,0,2024-12-18
18,30642.0,23459.0,599,9,Female,Masters,Houston,Unemployed,0,2020-10-28
21,59295.0,12837.0,428,7,Female,High School,New York,Self-Employed,0,2020-10-06
57,18037.0,7311.0,797,22,Female,Bachelors,New York,Self-Employed,0,2019-07-29
52,49488.0,28334.0,737,3,Male,Masters,Houston,Unemployed,0,2022-08-28
49,49488.0,16408.0,591,36,Male,PhD,Houston,Unemployed,0,2018-02-10
59,50616.0,19335.0,506,6,Male,Bachelors,Houston,Salaried,0,2023-09-02
51,58969.0,18419.0,593,5,Female,Unknown,New York,Self-Employed,0,2020-05-11
60,57932.0,25379.0,328,14,Male,Bachelors,Houston,Self-Employed,0,2018-06-29
42,48247.0,34747.0,478,34,Male,High School,New York,Salaried,0,2024-10-02
27,29392.0,31699.0,340,31,Female,High School,New York,Unemployed,0,2024-03-13
38,64509.0,1342.0,769,13,Female,High School,Houston,Unemployed,0,2023-06-07
63,71108.0,17532.0,579,34,Female,PhD,Houston,Self-Employed,0,2023-10-19
56,31871.0,9226.0,643,10,Female,High School,Houston,Self-Employed,0,2018-09-03
44,28831.0,27507.0,577,9,Female,PhD,New York,Unemployed,0,2024-08-29
44,47948.0,20032.0,654,16,Male,PhD,Chicago,Salaried,1,2025-12-20
19,40607.0,24849.0,828,12,Male,PhD,Houston,Salaried,0,2020-09-10
58,52174.0,16847.0,385,33,Male,High School,Chicago,Salaried,0,2025-11-01
65,68120.0,11685.0,616,4,Male,Masters,Chicago,Self-Employed,1,2019-05-16
30,16315.0,13054.0,636,9,Male,PhD,Chicago,Salaried,0,2021-04-21
26,73719.0,7736.0,444,31,Female,Masters,San Francisco,Self-Employed,0,2021-05-28
69,43900.0,9891.0,614,11,Male,PhD,Chicago,Self-Employed,1,2023-02-02
53,57677.0,8206.0,524,12,Male,High School,Chicago,Unemployed,0,2018-07-02
39,59281.0,11714.0,722,20,Male,High School,New York,Unemployed,0,2023-08-18
59,61030.0,11262.0,353,32,Male,High School,San Francisco,Salaried,0,2023-01-02
43,49488.0,23153.0,367,31,Male,Bachelors,New York,Salaried,0,2023-05-03
29,54433.0,22839.0,633,11,Female,High School,New York,Self-Employed,1,2022-11-10
34,54335.0,23144.0,376,34,Female,Masters,Chicago,Unemployed,0,2025-02-17
31,40546.0,29400.0,838,35,Male,PhD,New York,Unemployed,0,2021-03-22
31,23629.0,19373.0,454,37,Female,Masters,Houston,Self-Employed,0,2020-09-03
51,31712.0,13753.0,371,27,Male,Bachelors,Chicago,Salaried,0,2022-05-22
37,48436.0,37691.0,800,12,Male,Masters,Houston,Salaried,1,2018-05-30
28,38198.0,27245.0,746,11,Female,PhD,Chicago,Self-Employed,0,2020-06-26
33,38233.0,21219.0,658,21,Female,PhD,Chicago,Unemployed,0,2026-01-21
68,76989.0,20663.0,576,1,Female,High School,Chicago,Self-Employed,0,2022-11-05
48,62883.0,22317.0,612,28,Male,Unknown,San Francisco,Self-Employed,1,2022-11-12
23,46219.0,18383.0,404,12,Male,Bachelors,Chicago,Salaried,0,2025-05-22
36,60081.0,21026.0,394,34,Male,Masters,Houston,Unemployed,0,2019-07-29
54,43696.0,23995.0,518,12,Female,High School,Chicago,Salaried,0,2025-12-25
21,51661.0,14188.0,427,33,Female,Unknown,Chicago,Salaried,0,2019-09-09
64,56624.0,6927.0,499,18,Male,High School,New York,Unemployed,0,2023-08-17
21,43736.0,3395.0,631,8,Female,PhD,Chicago,Salaried,1,2020-01-16
37,39721.0,27103.0,846,30,Female,Bachelors,Chicago,Self-Employed,0,2019-01-26
27,68359.0,7337.0,591,32,Male,Masters,Chicago,Self-Employed,0,2021-11-01
41,59212.0,23723.0,365,26,Female,Masters,Chicago,Unemployed,0,2018-05-27
52,16181.0,10765.0,703,1,Female,Masters,Chicago,Self-Employed,1,2026-03-25
43,39978.0,10894.0,445,14,Male,High School,Chicago,Self-Employed,1,2024-02-26
54,38281.0,14254.0,829,18,Male,Bachelors,San Francisco,Self-Employed,0,2019-01-26
55,40683.0,21553.0,701,30,Male,Bachelors,Houston,Self-Employed,1,2020-04-18
38,62936.0,9691.0,424,15,Female,PhD,San Francisco,Salaried,0,2025-04-06
57,50288.0,15065.0,813,14,Male,PhD,Houston,Self-Employed,1,2020-08-12
56,29156.0,19794.0,631,5,Female,PhD,San Francisco,Unemployed,0,2018-05-12
38,44252.0,10318.0,779,13,Male,Masters,Chicago,Salaried,1,2020-08-03
27,58126.0,31426.0,697,26,Male,Masters,San Francisco,Self-Employed,1,2020-02-13
55,46705.0,6220.0,329,37,Male,Bachelors,Houston,Self-Employed,1,2024-07-31
63,40330.0,18255.0,355,18,Female,PhD,New York,Unemployed,0,2023-07-13
21,54968.0,30180.0,431,36,Male,Masters,New York,Salaried,0,2026-01-08
62,74273.0,9404.0,530,3,Male,PhD,Chicago,Self-Employed,0,2020-08-08
37,56921.0,19123.0,694,25,Female,PhD,Chicago,Unemployed,0,2026-01-29
34,69514.0,21063.0,451,8,Female,Bachelors,Houston,Salaried,0,2020-07-14
24,41336.0,13546.0,801,39,Male,Bachelors,New York,Salaried,1,2019-08-19
21,49875.0,19380.0,805,14,Male,Masters,Chicago,Self-Employed,1,2019-03-01
46,49572.0,24492.0,685,36,Male,Bachelors,San Francisco,Unemployed,0,2022-09-28
31,51780.0,16263.0,832,3,Female,PhD,San Francisco,Unemployed,0,2021-08-22
20,56608.0,26115.0,747,25,Female,Bachelors,New York,Self-Employed,1,2023-11-22
41,36215.0,23142.0,425,17,Male,PhD,Houston,Self-Employed,0,2025-04-08
54,59710.0,15337.0,788,34,Male,PhD,Chicago,Self-Employed,1,2022-09-20
33,25582.0,29020.0,745,28,Male,Masters,Chicago,Unemployed,0,2022-02-21
69,29964.0,14073.0,769,23,Male,Masters,Chicago,Salaried,0,2024-07-30
21,82034.0,26847.0,648,3,Female,Masters,New York,Self-Employed,1,2021-08-13
41,42348.0,14216.0,807,20,Female,PhD,San Francisco,Self-Employed,1,2019-08-29
51,49488.0,17471.0,756,38,Female,Bachelors,Houston,Salaried,1,2025-12-03
47,49488.0,18699.0,684,6,Male,Masters,New York,Salaried,1,2018-12-06
35,15283.0,22709.0,747,22,Male,Masters,New York,Unemployed,0,2019-12-28
36,66894.0,692.0,414,39,Female,Bachelors,Chicago,Self-Employed,0,2019-02-19
48,59734.0,23664.0,751,20,Male,Bachelors,San Francisco,Unemployed,0,2026-04-25
36,74606.0,19180.0,418,0,Female,Masters,Houston,Salaried,0,2020-04-14
66,32277.0,22286.0,392,24,Male,PhD,Houston,Self-Employed,0,2023-01-21
63,49488.0,24020.0,820,30,Male,PhD,Chicago,Unemployed,0,2021-01-08
36,38909.0,23150.0,837,37,Male,Masters,Houston,Unemployed,0,2026-03-13
39,65822.0,3941.0,732,4,Female,Bachelors,San Francisco,Salaried,1,2018-06-03
41,49460.0,11512.0,579,30,Male,PhD,Chicago,Self-Employed,0,2023-09-25
62,61562.0,22663.0,367,0,Male,Bachelors,Chicago,Unemployed,0,2022-03-30
29,50733.0,21598.0,430,29,Female,High School,San Francisco,Unemployed,0,2019-08-02
47,49488.0,13684.0,580,17,Male,Bachelors,Houston,Salaried,0,2021-09-05
55,3192.0,25901.0,812,7,Male,Bachelors,San Francisco,Self-Employed,0,2020-07-30
48,53149.0,17949.0,300,25,Female,High School,Houston,Salaried,0,2024-12-22
53,46044.0,27086.0,731,39,Male,PhD,Houston,Unemployed,0,2020-02-24
36,55973.0,29680.0,690,14,Female,PhD,Houston,Self-Employed,1,2026-03-14
65,46218.0,22226.0,565,18,Male,PhD,San Francisco,Salaried,0,2024-03-21
62,80271.0,24444.0,698,9,Male,Masters,San Francisco,Self-Employed,1,2020-02-05
53,53458.0,15132.0,555,23,Female,High School,New York,Self-Employed,0,2022-06-05
47,43296.0,27138.0,694,15,Male,Bachelors,San Francisco,Self-Employed,1,2025-04-07
66,55060.0,21745.0,473,30,Female,High School,Chicago,Unemployed,0,2019-10-30
50,43570.0,17642.0,344,15,Male,High School,Chicago,Self-Employed,0,2023-10-04
35,51394.0,10249.0,440,15,Female,High School,Chicago,Salaried,0,2019-07-09
69,31738.0,16116.0,838,27,Male,High School,Chicago,Self-Employed,0,2022-12-04
66,49871.0,11124.0,349,19,Male,Unknown,New York,Self-Employed,0,2024-01-02
45,42832.0,26092.0,360,34,Male,High School,San Francisco,Unemployed,0,2020-11-08
64,33159.0,29763.0,542,8,Male,Masters,San Francisco,Salaried,0,2022-04-03
28,79636.0,27330.0,568,39,Male,High School,Houston,Self-Employed,0,2020-05-21
62,49488.0,39888.0,439,9,Female,High School,San Francisco,Unemployed,0,2022-09-24
50,50104.0,16317.0,456,17,Male,PhD,Houston,Unemployed,0,2025-11-26
34,37958.0,24773.0,575,14,Female,High School,Houston,Self-Employed,0,2021-02-03
23,54456.0,10549.0,330,29,Female,High School,Chicago,Self-Employed,1,2022-02-15
21,30884.0,18422.0,307,31,Male,PhD,New York,Self-Employed,0,2025-07-30
37,62605.0,8181.0,332,39,Male,PhD,New York,Unemployed,0,2020-03-04
65,80542.0,24546.0,751,26,Male,PhD,San Francisco,Self-Employed,1,2025-04-21
64,37407.0,17156.0,748,26,Female,Bachelors,Houston,Unemployed,0,2024-02-24
44,68255.0,3563.0,336,18,Male,High School,Chicago,Salaried,0,2022-09-30
32,44272.0,14520.0,333,9,Male,High School,Houston,Self-Employed,0,2019-10-21
23,72587.0,34345.0,754,5,Male,High School,Chicago,Salaried,1,2018-05-05
64,82827.0,23283.0,743,23,Male,PhD,Houston,Salaried,1,2022-08-26
31,46494.0,26153.0,536,8,Male,Masters,San Francisco,Salaried,0,2025-10-28
28,27196.0,21004.0,511,26,Male,High School,San Francisco,Unemployed,0,2024-07-11
56,64221.0,18548.0,439,6,Female,PhD,Houston,Unemployed,0,2024-05-06
26,53366.0,20125.0,660,5,Male,PhD,New York,Unemployed,0,2026-04-27
43,57527.0,21963.0,603,32,Female,PhD,Chicago,Unemployed,0,2019-04-02
33,44902.0,11227.0,595,20,Female,Bachelors,New York,Salaried,0,2023-05-30
22,36733.0,26104.0,451,37,Male,PhD,New York,Unemployed,0,2024-02-22
69,67405.0,28975.0,522,16,Male,Masters,Houston,Salaried,0,2024-12-29
27,54797.0,18427.0,495,30,Female,Bachelors,Chicago,Salaried,0,2023-01-06
67,28347.0,15816.0,598,36,Male,PhD,Chicago,Unemployed,0,2023-06-18
20,60303.0,14065.0,828,10,Male,Masters,San Francisco,Salaried,0,2019-10-25
30,57293.0,34074.0,787,27,Male,Masters,Houston,Unemployed,0,2020-05-03
60,45121.0,16382.0,510,4,Male,High School,Houston,Salaried,0,2025-11-09
66,74297.0,25227.0,531,11,Female,PhD,Houston,Self-Employed,0,2020-06-23
47,40727.0,18483.0,666,2,Female,PhD,San Francisco,Unemployed,0,2025-03-21
62,47465.0,18051.0,780,37,Female,High School,San Francisco,Salaried,1,2018-05-02
23,61530.0,13882.0,478,1,Male,Masters,Chicago,Unemployed,0,2020-01-22
34,51151.0,12238.0,783,25,Female,PhD,San Francisco,Salaried,1,2025-05-11
62,29234.0,25919.0,794,1,Female,Unknown,Houston,Unemployed,0,2021-03-23
68,52757.0,12057.0,846,11,Female,High School,Houston,Self-Employed,1,2025-09-06
36,43784.0,23700.0,315,39,Male,Masters,New York,Self-Employed,0,2021-10-30
59,62855.0,20725.0,765,1,Male,Masters,San Francisco,Unemployed,0,2018-06-21
52,52268.0,26021.0,701,15,Male,PhD,Houston,Unemployed,0,2019-09-27
63,51418.0,15120.0,593,29,Male,Unknown,Houston,Salaried,0,2021-02-28
43,34276.0,28641.0,470,35,Male,Bachelors,Chicago,Salaried,0,2025-06-22
68,46550.0,18870.0,331,3,Female,Masters,San Francisco,Unemployed,0,2020-11-21
22,64552.0,40734.0,562,10,Female,Bachelors,Houston,Self-Employed,0,2018-03-13
46,38352.0,7087.0,514,23,Male,Bachelors,Chicago,Self-Employed,0,2018-04-21
54,49512.0,39431.0,488,17,Male,High School,New York,Unemployed,0,2018-12-22
